applicant_id,name,dob,address,declared_income
f1053252-3990-42c9-8c6a-70f48edec44d,Bhavya Johal,1988-04-20,"H.No. 84, Dara Road, Tenali 240415",84424
41a64fed-a7ed-48d8-b13f-8f8cec8be537,Tanish Jaggi,1991-09-04,"199, Kibe Ganj, Bettiah 301657",82819
23310a28-c550-4ca8-ae62-990c19bd4f93,Nakul Ray,1999-06-15,"34/540, Kata Zila, Akola-206724",94497
4c636e95-025f-4543-8997-623ae0723d96,Gautami Mane,1985-12-10,"74/31, Gaba Path, Bardhaman-054932",40907
e5a4983b-a383-489a-9b2c-6ac89c678393,Prisha Varma,1977-05-04,"12/275, Ahuja Ganj, Yamunanagar 745499",50464
5c0b9b10-a757-4b10-82f5-25b902ed73ce,David Dani,1986-09-11,"84, Merchant Zila, Srikakulam 327279",69357
8c9aa1e9-b3b2-4337-aa74-dbb75fa5e0aa,Tejas Kota,1995-07-28,"51/91, Tiwari Nagar, Chapra 258713",42742
1747f387-7d23-4479-9549-2a82b787ef8d,Christopher Setty,1964-01-02,"08/74, Randhawa Nagar, Delhi-910651",60102
ef40d162-0f6c-49bf-be7e-e3628a89b0f0,Urmi Balay,1974-07-24,"656, Purohit Chowk, Jodhpur-512868",30801
390239d9-fa8d-4e42-ba54-e9202099d180,Arin Misra,1986-07-14,"375, Majumdar Street, Gorakhpur-690331",45893
7249f62c-0898-4462-980c-b95c19d45deb,Yash Basu,1982-05-26,"30/28, Kaur Road, Gangtok-342836",94779
8e85140d-0f9a-4b70-8670-7cd64ceda164,Prisha Tandon,1958-03-20,"56/62, Puri Road, Siwan 334270",78294
6aa0426d-f7c0-45f7-a9a5-3b4f8ff8869d,Lipika Kibe,1972-05-17,"17/518, Behl Ganj, Burhanpur-139837",63391
553d2625-e833-4da5-9e95-d6953579c143,Alexander Kakar,1967-12-16,"936, Nagy Ganj, Nadiad 854458",61657
193e638d-774c-4afa-bf4d-908ce1fff6c0,Ekaja Jani,1980-04-01,"H.No. 932, Lal Nagar, Sagar 353693",79575
f186e47a-a794-4320-8cf6-e8b87fd238c3,Aarini Suresh,1998-09-10,"522, Suresh Circle, Hosur-801006",93733
3b3f3800-a175-49c3-97b1-02a92332a50e,Matthew Andra,1969-11-28,"H.No. 997, Babu Chowk, Katihar-008484",32453
b2a6e468-d02b-4243-8091-3ac10463750e,Praneel Chhabra,1961-07-30,"984, Loke Path, Vijayawada-679334",33911
14a34f7f-d90d-419b-93fb-e043af1d5a1a,Girik Ravi,1980-10-31,"H.No. 021, Saraf Chowk, Buxar-803397",57990
13087974-ec95-43ac-8beb-7c3445667c48,Bachittar Gola,1976-06-04,"26/14, Khosla Street, Panvel 621850",58744
d6b361e4-3b6d-4a0d-afe5-040b1901ef87,Harini Ranganathan,1977-03-27,"73, Prashad Path, Gaya 194311",38966
b630794d-6147-4deb-a77b-06674499d0a6,Lopa Nadig,1979-07-28,"H.No. 475, Chaudry Road, Chandigarh 678886",70283
5a9a206a-16f1-42a2-86b9-19aa1a7167c7,Ekta Rajan,1955-11-12,"18, Verma Ganj, Nadiad 244472",84426
46a56fe8-6f46-41b1-aace-1aa9103246b3,Chandani Sule,1960-04-04,"799, Shankar Ganj, Bhavnagar 065965",46295
d0c30018-6e3c-4d4f-95b1-45e470b27304,Charita Nagi,1996-01-27,"H.No. 26, Manne Path, Ramgarh-564651",93579
979c30cf-3326-4887-9058-81dfee9bf3e1,Avi Shenoy,1969-04-16,"16/724, Krishnan Ganj, Bhusawal-179796",32719
eb9ed274-ec6a-47ad-81b1-5db988cc4d49,Balhaar Parsa,1991-07-24,"529, Ratta Nagar, Chinsurah 014388",93457
9342a09f-b00a-464c-949c-d8d48ed8a80d,Sanaya Prasad,1981-08-22,"H.No. 07, Merchant Zila, Guwahati-254573",53757
79e5c9aa-592a-4549-bba1-09d08567c805,Raksha Sethi,1976-09-22,"H.No. 105, Gala Zila, Hazaribagh 825867",30445
a137f8e4-67b1-4040-8c39-b9253b5ae288,Quincy Sankaran,1981-12-11,"96, Agrawal Marg, Tiruppur 191825",90640
1d2c2721-7522-4646-b273-75bf5373bf4d,Vrishti Wable,1998-07-08,"69/15, Shankar Path, Bihar Sharif 251341",75912
243012da-b185-4eb8-9f90-fc872edc017e,Omya Devi,1994-02-20,"782, Ganesan Circle, Tumkur-257905",39521
22f3f068-7c0f-449d-8274-0f73f3abea0d,Leena Tiwari,1999-06-20,"76/772, Balasubramanian Zila, Jalna-438427",65954
c4134dc2-c5c5-4e8a-be15-ad1290ce77e9,Yasti Chowdhury,1993-12-30,"58/07, Kamdar Circle, Kota 407451",44996
1e0d02b5-fe74-42cd-9d83-ad037066e289,Shaurya Panchal,1996-07-21,"23/30, Panchal, Kavali-544948",43444
d0afb235-ade6-4f51-a670-93a0fc48f615,Krishna Sabharwal,1959-01-22,"23/253, Suri Marg, Gangtok 667116",87225
b1d81887-4739-4c7b-bff3-0c8d83ff3e96,Suhani Sura,1977-04-18,"75/186, Sanghvi Ganj, Shimla 545892",61276
c9ce44bd-7c3f-4add-9a38-5db590eeb067,Chanakya Batra,1961-10-19,"H.No. 277, Sangha Nagar, Mira-Bhayandar-241541",58073
a61f0b96-e75f-445a-aa1d-3fc65f31273d,Charles Randhawa,1997-08-06,"11, Kala Nagar, Solapur 938700",91444
1edf3bfa-d12e-4eb5-97f4-79b5b212a6ee,Kevin Sridhar,1959-11-05,"H.No. 115, Mistry Path, Eluru-218909",34639
59e7703a-70aa-4b0d-aa03-8ad4a667b982,Max Sabharwal,1996-12-12,"H.No. 121, Rajagopalan, Haldia-234138",54107
9b8b38ae-b89f-4a92-999a-1d8699db1302,Avi Mitra,1969-01-02,"H.No. 03, Raju Chowk, New Delhi-918055",86277
d6c6f45c-dc5e-4e78-a307-d4d121c9a15d,Jasmit Gera,1987-01-29,"10/43, Bhasin Nagar, Guna 866618",42951
4708203b-2716-40c1-9db5-428389a3c811,Dayita Brar,1989-10-26,"56/91, Sarkar Road, Howrah-161799",35131
bddfa03a-aa84-40f8-8f2d-a2330e165b12,Jagdish Arora,1964-05-12,"58, Lad Circle, Serampore 410564",92172
b65ad0f1-4350-4b06-9059-ea28861b4f5b,Watika Shah,1989-10-13,"92, Dugar Path, Kota 380003",73173
620af158-5d2d-404f-b8c5-90730bc57207,Praneel Banik,1992-08-24,"H.No. 36, Madan Path, Aurangabad-180238",46218
66a302d6-f43e-4c48-8bc1-f9e5fb3df063,Udyati Mandal,1976-03-02,"70/53, Modi Road, Madhyamgram 973832",73773
061efb95-68f8-4063-aeb1-9ad201a1fb0f,Hiral Andra,1977-10-27,"41/383, Swamy Marg, Ajmer 103865",47834
15bc2a3e-bf76-45d7-b97c-6c3c755d814b,Yashasvi Deol,1998-05-22,"90/62, Manne Ganj, Satna-557431",49999
c7a9f33c-22d8-49d3-b3e4-f986f18cccdc,Nachiket Cherian,1966-03-18,"H.No. 61, Parmar Circle, Bidhannagar-741124",81323
9a72083c-b266-486c-b467-88bdd38e13e4,Tanveer Narang,1965-02-12,"H.No. 68, Mistry Nagar, Akola 678831",61384
cb371d97-cdcc-4d6a-9a16-998c7648776e,Jairaj Arora,1959-03-22,"651, Lad, Lucknow-372151",37435
0cf697a5-7603-436c-b139-4e3c0aee2557,Rachita Rana,1988-10-14,"62/532, Mammen Road, Jalgaon 999347",71212
7aa1c567-8cf9-4ea9-a1fd-c6d169785221,Gagan Mammen,1981-02-01,"838, Raja Nagar, Nangloi Jat-598564",72143
98dc9e0b-51a1-45df-86ac-10102e0869c1,Ayushman Mand,1959-01-05,"32/13, Lata Ganj, Muzaffarnagar-522395",62024
5bd93609-b297-4782-bcf4-74aace63cb1a,Indira Dhar,1993-05-06,"42/70, Bhalla Zila, Madanapalle-087059",93091
573bfc17-2167-435e-8e73-34f233932b6c,Ekiya Bhargava,1956-07-07,"H.No. 851, Randhawa Path, Naihati-522675",30426
8fddbebc-f7ff-48d4-b509-f08a2c988bca,Udant Gill,1980-10-09,"209, Bali Marg, Madanapalle 939172",54778
3ced4d1f-13eb-42c9-bece-d21a54c7743b,Ekaja Ganesh,1998-04-26,"04, Krish Ganj, Etawah 100676",41918
69fd28e6-e271-4ff9-aa95-27f6f8170ebf,Kritika Panchal,1992-03-07,"93, Seth Street, Visakhapatnam-054115",44651
29310971-601e-4211-a34f-76b42b8c03bf,Girik Nigam,1995-06-13,"29, Dugar Marg, Salem-336884",34619
3ccff6eb-4c22-42f3-8811-e562a91cf192,Chandran Ramaswamy,1993-12-07,"H.No. 506, Menon Zila, Kollam-032417",63205
c8edabdd-4ef0-4f80-9d91-fe39d8014004,Urishilla Suresh,2000-01-04,"86/256, Grover Path, Varanasi 774349",71053
b24beb96-c092-4b74-a6b0-7ff60fc79913,Frederick Padmanabhan,1991-11-14,"06/86, Soman Circle, Fatehpur-160898",55056
fb95d0fc-ad72-4d05-924c-de09ccea5031,Jai Sen,1966-10-15,"206, Saran Zila, Siliguri-511686",64189
46b518de-db4b-48eb-937d-0bd18d536c75,Advik Virk,1983-07-31,"299, Chaudhry, Phusro 485646",63774
9be4f19f-9270-4d60-bc4f-48e4a7a02a3d,Baljiwan Gera,1973-10-07,"96/06, Khanna Path, Fatehpur-505444",47881
b23909f4-dbb5-4645-bdda-c1b6d7c4caed,Vedant Desai,1975-06-22,"H.No. 69, Guha Zila, Rajpur Sonarpur-785082",87827
81bd55d5-b5a6-471c-8fa5-c35e10cc4604,Krishna Viswanathan,1993-09-21,"303, Shan Nagar, Karimnagar 457861",43466
5f59fb4d-3def-47ba-87d2-fd4dae61716a,Sanaya Goel,1987-04-27,"414, Raju Nagar, Ujjain 333468",93880
f796611f-c7c1-4b1b-9d58-631b052226b9,Urvi Deo,1999-01-29,"494, Sampath Road, Karnal-437489",74614
01e187d8-1a31-4044-95a0-f35665abc9ff,Barkha Misra,1962-05-19,"H.No. 45, Lal Road, Maheshtala-830965",56448
06843c86-b8a6-4402-a3d2-6b8dae46024d,Chakrika Lad,1983-07-05,"09/935, Warrior Ganj, Secunderabad-282417",92598
b9a5d4d0-4237-41f1-bdac-dc5e20c0f275,Gautami Chakraborty,1970-02-24,"46/554, Menon, Kochi 099917",32738
1eac41d9-801f-4909-b1cd-9f6ee3b16d36,Chanchal Sachdev,1958-09-14,"569, Dhar Chowk, Bokaro-752500",72054
c2dd901d-359a-4533-8605-ec0e73b9c2ac,Nathan Suri,1961-01-06,"66/676, Barad Nagar, Dindigul-583003",54441
58274e80-e082-4918-b18a-d67d39ec8ca1,Kai Chauhan,1981-02-15,"H.No. 044, Venkatesh Chowk, Raebareli 575326",68997
ba27bc64-396d-4ffb-ba79-9efa04e55bd5,Siddharth Bains,1995-02-25,"H.No. 06, Warrior Road, Hindupur-100167",93917
40b374f8-8c1a-42c7-9fa3-ed1f61584f88,Michael Jha,1997-12-01,"18, Devan Road, Vasai-Virar 411739",37315
d4dd1b56-4353-41b2-8728-50c13322c68b,Ishita Rout,1975-02-14,"73/75, Agate Ganj, Hubli–Dharwad-972181",51904
e79f9f3d-19ee-4c3b-b93c-4b0bb93b770c,Vihaan Shan,1975-03-03,"H.No. 120, Parsa Road, Purnia 100225",89951
f480b91e-700e-4efc-a4ff-c31a5b86ea69,Girik Pradhan,1978-05-07,"67, Rajan Road, Bidar-120216",77718
cd613988-7b90-442f-973b-6977e9462820,Pratyush Raghavan,1979-06-06,"71, Sastry Marg, Rajkot 508993",82148
df865633-ab7a-4b66-b4ac-c7e2fa575cea,Zilmil Virk,1997-02-04,"37/562, Bhagat Circle, Sangli-Miraj & Kupwad 721753",88355
0ce3c8c8-4735-4e4f-b85b-6d0a54b58635,Kritika Rau,1971-01-06,"97, Tara Zila, Satna 701660",94187
d36ec1bd-000b-4f5e-8c91-bd138ea02346,Daksha Trivedi,1993-04-16,"H.No. 50, Sha Ganj, Karaikudi-571130",61866
a2379e6f-d473-4534-9aea-635257632e1e,Kashvi Cherian,1958-02-20,"614, Hayre, Jamshedpur-373516",76915
d6642fe8-a21c-4c06-ad37-65670be7728e,Shravya Shankar,1999-11-01,"H.No. 808, Subramanian Marg, Adoni-216995",35421
6b2d9ccc-6279-403c-a1a2-cfe7810d5c57,Anusha Rao,1978-05-10,"269, Mistry Circle, Begusarai 339452",62728
f9a55cf2-a66c-4fa1-b5dc-8a9afb38cd91,Yahvi Naidu,1962-11-17,"96/84, Arya Marg, Nagpur 200342",63360
4024c424-aef2-4b2f-895f-a2fcfbc8c77e,David Merchant,1968-11-27,"19, Kapur Circle, Patiala 066658",50435
4057e470-be61-47a8-8351-b09d0dc5fb06,Saanvi Kar,1998-02-25,"34/721, Ghose Street, Burhanpur 648422",37972
0171f5a7-4148-4d11-9894-62e895801c3a,Unnati Dubey,1957-09-28,"09/47, Parmar, Ratlam-281826",41219
1789be63-6746-4743-897b-303d8b074d1a,Timothy Kala,2000-03-01,"H.No. 43, Wali, Kishanganj 157399",64838
aebbaf9c-0a35-453c-b57a-431e3e6b74fd,Lakshmi Comar,1981-04-13,"H.No. 858, Sehgal Circle, Varanasi 358112",55275
89b8b7ee-c5f8-43cf-b4ce-8477f8bca9ac,Dominic Kade,2000-08-22,"H.No. 386, Dube Zila, Jaunpur-011024",44448
d255a4de-9330-4a83-9208-7e208ede9b46,Aarna Reddy,1981-06-06,"50, Dani Marg, Tadipatri-901581",35199
4d2551eb-af95-4e79-8971-bf514a32bb22,Baghyawati Sarma,1980-12-24,"28, Deshpande Ganj, Bongaigaon-245088",92008
0149a2af-0ab1-4504-9f8c-56e0243113fd,Frederick Mody,1969-04-26,"82, Gour Street, Tadepalligudem 312908",40327
12b99a50-8cb6-41f0-a509-6396761579e7,Ekalinga Krishna,1961-09-15,"H.No. 52, Chaudhry Ganj, Udupi-357759",42606
958c2936-b186-48ce-8e40-bfbaa8cfe589,Janya Mutti,1984-03-03,"H.No. 33, Malhotra Marg, Guntur-777547",34998
a542deb9-2cff-45f8-9bdc-74a98d3a5d76,Avni Dey,1991-09-05,"11/080, Ravel, Vadodara-887256",44210
96f01335-c5ab-48da-a435-4021392a9fc4,Krish Shetty,1989-02-15,"H.No. 80, Gandhi Ganj, Amroha 299275",55585
7cd61da4-c2ef-4a8b-b804-87860a58f43c,Dev Lalla,1980-03-01,"38/567, Batra Chowk, North Dumdum-844989",46340
60e696ff-a757-43f9-a06c-c2f52c816bf0,Faras Varughese,1972-02-23,"65/57, Ahuja Chowk, Gandhidham-318432",89495
9a1e0036-5cba-4496-a848-92402fd90ce1,Victor Sachdeva,1977-06-30,"77/392, Bains Marg, Varanasi 992280",42621
0e503fd8-2598-4383-9280-3da2e40b50e4,Aarna Gole,1990-03-08,"41/379, Subramaniam Chowk, Muzaffarnagar-929298",64158
af82e70c-b964-4e4f-aaef-cf3b43b7a0ef,Sudiksha Biswas,1970-08-31,"103, Thaman Circle, Jalgaon-279908",83391
17db4c2f-1e15-4e2f-809c-2ebe80da2ed7,Kalpit Zacharia,1955-02-08,"H.No. 08, Karnik Marg, Eluru-991624",69462
e8fb5a96-3b85-46e1-840f-54057a25ed81,Bhanumati Rege,1972-07-26,"09/818, Prashad Nagar, Satna-512694",92581
6c6e8796-893e-4b89-9adf-c49942e4bf01,Anya Ranganathan,1968-11-19,"588, Kulkarni Chowk, Gangtok-621372",37110
668b28da-8222-4d7f-b6e6-ba8519abdc15,Charles Dyal,1981-07-03,"796, Bhatt Zila, Korba 190669",86087
b62bccb1-4956-4c36-8560-9e8aa7fb1997,Parth Talwar,1984-11-23,"84/309, Varty Circle, Srikakulam 053021",52248
66414954-c798-4445-86a3-cc71ff2f6883,Megha Ravi,1994-11-28,"11/848, Pall, Bally-937690",90559
